股票编号,年份（年末）,总股本,每股资本公积,每股未分配利润,基本每股收益,基本每股收益同比增长(%),每股净资产,每股现金流,每股营业收入,摊薄净资产收益率同比增长(%),净利润同比增长,上市年限,交通运输、仓储和邮政业,住宿和餐饮业,信息传输、软件和信息技术服务业,制造业,房地产业,批发和零售业,电力、热力、燃气及水生产和供应业,综合,采矿业,是否有行业龙头概念,股价（年末最后20个交易日收盘价加权平均）,股价年化波动率,本年送转比例,近两年送转比例平均,次年是否高送转
1931,4,1032000000.0,1.4357,3.9386,0.41,-43.0556,6.8988,-0.5311,15.0857,-46.5081,-23.58,14,0,0,0,1,0,0,0,0,0,0,8.538460542082962,0.27123582192221923,0.1,0.11,0.0
1931,5,1032000000.0,1.3961,4.0516,0.25,-39.0244,6.9603,-0.0012,14.7675,-39.3434,-40.477,15,0,0,0,1,0,0,0,0,0,0,9.573928603256082,0.5855514695548198,0.05,0.07500000000000001,0.0
1931,6,1032000000.0,1.266,4.2589999999999995,0.26,4.0,7.0458,1.5592,16.0768,1.8683,12.1756,16,0,0,0,1,0,0,0,0,0,0,9.794674686060448,0.4434338272501603,0.05,0.05,0.0
1933,5,162500000.0,2.3930000000000002,1.9729,0.83,10.6667,5.6409,1.1147,2.9486,-45.6662,36.7382,1,0,0,0,1,0,0,0,0,0,0,26.161238195262538,0.753739880013524,0.045,0.0225,0.0
1933,6,162500000.0,2.3930000000000002,2.8961,1.08,30.1205,6.6819,-0.6556,4.2748,17.3516,39.1527,2,0,0,0,1,0,0,0,0,0,0,25.60758339819045,0.4081930685174198,0.18,0.1125,1.0
1934,2,237175945.0,1.3085,1.5557,0.38,-44.1176,4.1031,1.3867,1.7385,-33.3526,12.8214,16,1,0,0,0,0,0,0,0,0,0,2.380134152466289,0.2618986268963638,1.21,0.64,0.0
1934,3,474351890.0,0.0885,0.9357,0.36,-5.2632,2.1087,-0.0643,0.8279,-6.8561,6.353,17,1,0,0,0,0,0,0,0,0,0,3.3658028786001624,0.4762716181472694,0.11,0.66,1.0
1934,4,541624617.0,1.2716,0.917,0.11,-69.4444,3.2902,0.5673,1.4,-61.0743,-30.4263,18,1,0,0,0,0,0,0,0,0,0,6.899353077839508,0.4129346139102297,1.3,0.7050000000000001,0.0
1934,5,1191574157.0,0.1312,0.3722,0.02,-81.8182,1.5819999999999999,-0.3398,0.5361,-80.6522,-76.101,19,1,0,0,0,0,0,0,0,0,0,7.2832963115846505,0.7111535605817729,0.01,0.655,0.0
1934,6,1212152157.0,0.2194,0.3728,0.02,0.0,1.6563,0.0996,0.6945,-5.718,30.9045,20,1,0,0,0,0,0,0,0,0,0,6.428054714692937,0.3645547477704981,0.01,0.01,0.0
1935,2,667744115.0,1.2498,0.9749,0.23,-14.8148,3.5418,-0.015,10.1431,-31.9598,-10.2175,21,0,0,0,1,0,0,0,0,0,0,5.79736688810233,0.4183879830779667,0.12,0.11,0.0
1935,3,667744115.0,1.2242,0.9828,0.16,-30.4348,3.5494,0.1236,9.9164,-29.7197,-31.8972,22,0,0,0,1,0,0,0,0,0,0,7.022948280559603,0.3970665257637511,0.1,0.11,0.0
1935,4,667744115.0,1.2242,1.0047,0.14,-12.5,3.5889,0.2794,10.1962,-11.1802,-2.7814,23,0,0,0,1,0,0,0,0,0,0,8.796129715296,0.3045632395364758,0.1,0.1,0.0
1935,5,866310655.0,2.4296,0.7631,0.09,-35.7143,4.4936,0.1808,6.8062,-54.9445,-25.6161,24,0,0,0,1,0,0,0,0,0,0,15.436345685797695,0.6899366462858292,0.08,0.09,0.0
1935,6,866310655.0,2.4238,0.8625,0.2,122.2222,4.6079,0.3715,8.5232,151.001,110.2145,25,0,0,0,1,0,0,0,0,0,0,14.965237467118962,0.5164399465866061,0.1,0.09,0.0
1936,5,160000000.0,2.1883,2.0482,0.29,-59.1549,5.425,1.5772,3.3592,-47.7472,30.9686,1,0,0,0,0,0,0,0,0,0,0,33.42014947268164,0.8225548958877835,0.08,0.04,0.0
1936,6,400000000.0,0.2753,1.2284,0.45,55.1724,2.5872,0.0748,1.9698,33.7165,55.379,2,0,0,0,0,0,0,0,0,0,0,28.509873745990987,0.5066577150972851,0.045,0.0625,0.0
1937,2,642000000.0,0.7293,1.6585,0.67,9.8361,3.6874,-0.4756,3.3523,-3.3769,1.3339,6,0,0,0,1,0,0,0,0,0,0,3.914089260989739,0.2246234738667943,0.0,0.0,0.0
1937,3,642000000.0,0.8713,2.3465,0.74,10.4478,4.5658,-0.1116,3.3279,-11.0268,6.7457,7,0,0,0,1,0,0,0,0,0,0,6.009741717128563,0.34303198008209634,0.1,0.05,1.0
1937,4,656650000.0,1.0556,2.9604,0.45,-39.1892,5.2644,0.1601,3.5380000000000003,3.4091,22.5865,8,0,0,0,1,0,0,0,0,0,0,6.220133993731482,0.3781679471637507,1.15,0.625,0.0
1937,5,1315496000.0,0.248,1.7196,0.56,24.4444,3.1526,-0.0533,2.0677,3.3211,29.7627,9,0,0,0,1,0,0,0,0,0,0,13.185028234884582,0.4134649719679554,0.15,0.6499999999999999,0.0
1937,6,1315496000.0,0.1898,1.9849,0.44,-21.4286,3.4161,0.1412,2.1109999999999998,-26.9188,-19.1805,10,0,0,0,1,0,0,0,0,0,0,9.381928312790276,0.4587378794300874,0.25,0.2,0.0
1938,2,679184633.0,1.0786,3.2647,0.1933,658.0392,5.9469,-0.3557,8.9976,639.736,522.577,12,0,0,0,1,0,0,0,0,0,0,6.269445844058684,0.4388696611346063,0.12,0.09,0.0
1938,3,679184633.0,1.0766,3.7262,0.64,231.0916,6.4622,-0.07200000000000001,9.961,205.1348,200.8317,13,0,0,0,1,0,0,0,0,0,0,10.547041049240908,0.5074141383957674,0.22,0.16999999999999998,0.0
1938,4,679184633.0,1.1019,3.5554,0.07,-89.0625,6.3308,0.0045,11.3604,-88.3425,-85.9382,14,0,0,0,1,0,0,0,0,0,0,9.916532645516922,0.3974058194354638,0.1,0.16,0.0
1938,5,679184633.0,1.1022,3.0587,-0.39,-657.1429,5.84,-0.1929,10.8173,-681.8025,-520.2865,15,0,0,0,1,0,0,0,0,0,0,10.068220081646716,0.6638130709907034,0.05,0.07500000000000001,0.0
1938,6,679184633.0,1.1075,3.1109,0.11,128.2051,5.9207,0.2414,10.0157,128.6719,133.8018,16,0,0,0,1,0,0,0,0,0,0,9.645684811308305,0.44230425849568106,0.1,0.07500000000000001,0.0
1939,2,443183150.0,0.3599,1.1793,0.6516,34.851,2.795,0.5938,1.7595,7.0937,36.1337,7,0,0,1,0,0,0,0,0,0,0,7.4740318719373535,0.37112927062407397,0.2,0.36,0.0
1939,3,462054367.0,0.6497,1.5952,0.7396,13.5052,3.5641,0.3445,2.011,-10.9557,18.0965,8,0,0,1,0,0,0,0,0,0,0,9.708549129035411,0.3658275572828006,0.05,0.125,0.0
1939,4,461770146.0,0.4485,1.9142,0.3168,-57.166000000000004,3.4596,0.1425,1.7692,-42.3828,-47.7157,9,0,0,1,0,0,0,0,0,0,0,11.768773453558845,0.3562353511208275,0.378004,0.214002,0.0
1939,5,596561250.0,0.3031,1.3725,0.2027,-36.0164,2.8236,-0.2237,1.5334,-39.6675,-38.137,10,0,0,1,0,0,0,0,0,0,0,16.170642729871087,0.7941942324821901,0.05,0.214002,0.0
1939,6,606563337.0,0.3926,1.4988,0.2206,8.8308,2.9535,0.21600000000000005,1.8041,1.8938,29.1591,11,0,0,1,0,0,0,0,0,0,0,9.742013548645804,0.4507793609688426,0.05,0.05,0.0
1940,2,340565550.0,0.0878,0.3585,0.071,18.3333,1.5142,-0.1446,0.7777,13.6666,88.3333,20,0,0,0,0,1,0,0,0,0,0,6.597565426034684,0.5321748125894062,0.0,0.0,0.0
1940,3,340565550.0,0.0878,0.3804,0.026000000000000002,-63.3803,1.5401,-0.0178,0.3225,-64.2904,-78.706,21,0,0,0,0,1,0,0,0,0,0,6.437594200647209,0.3852285310024655,0.0,0.0,0.0
1940,4,340565550.0,0.0878,0.5668,0.21,707.6923,1.7488,-0.0095,0.0295,609.0369,919.9168,22,0,0,0,0,1,0,0,0,0,0,8.858864006430023,0.3447918546171377,0.0,0.0,0.0
1940,5,340565550.0,0.1202,0.266,-0.3,-242.8571,1.4805,0.33,0.0618,-270.2207,-341.102,23,0,0,0,0,1,0,0,0,0,0,17.23485221950748,0.7682407840178025,0.0,0.0,0.0
1940,6,340565550.0,0.1202,-0.4573,-0.72,-140.0,0.1305,0.1223,0.1482,-370.2557,-109.4569,24,0,0,0,0,1,0,0,0,0,0,11.322529700693982,0.5287688198840499,0.0,0.0,0.0
1941,2,82760000.0,7.0615,1.9486,0.3869,-38.772,10.3932,-1.0353,3.6104,-19.6587,-20.4024,4,0,0,0,0,0,0,0,0,0,0,4.006745974846136,0.31622153671737896,0.7,0.6499999999999999,0.0
1941,3,107588000.0,5.2011,1.4415,0.2737,-29.2582,7.9608,-1.786,2.9129,-28.9552,-29.2581,5,0,0,0,0,0,0,0,0,0,0,4.553964434317458,0.3516505001431963,0.15,0.425,0.0
1941,4,68159200.0,0.9001,1.0379,0.8903,225.2832,2.7633,0.5437,4.6065,936.0355,259.6281,6,0,0,0,0,0,0,0,0,0,0,7.2764467875699985,0.26030284179974283,0.0,0.075,1.0
1941,5,120171310.0,0.3645,0.7029,0.392,-55.9699,1.662,0.1942,1.7854,-52.8899,-34.5334,7,0,0,0,0,0,0,0,0,0,0,11.871671120422109,0.7507263003044617,2.108,1.054,0.0
1941,6,120171310.0,0.1215,0.4889,0.3203,-18.2908,0.8291,-0.0359,1.7235,130.2358,244.5672,8,0,0,0,0,0,0,0,0,0,0,14.114886689493401,0.5516822776938183,0.034,1.071,0.0
1943,5,800000000.0,1.5788,1.7678,0.69,1.4706,4.5665,0.0083,3.6585,-23.726,9.0108,1,0,0,0,1,0,0,0,0,0,0,26.731843110431825,0.6728088654456813,0.5,0.45,1.0
1943,6,800000000.0,1.5788,2.0533,0.85,23.1884,4.9155,0.0289,3.7979,19.6275,28.8301,2,0,0,0,1,0,0,0,0,0,0,19.91194883369736,0.4207932921400242,0.6,0.55,1.0
1944,2,314332311.0,1.6713,0.9363,0.39,50.0,3.7882,0.2167,2.3699,43.7301,52.7776,6,0,0,0,1,0,0,0,0,0,0,5.7152643194569075,0.4425961872980676,0.2,0.425,0.0
1944,3,328082311.0,1.6365,1.0691,0.47,20.5128,3.9265,0.1293,3.1084,13.8681,22.5511,7,0,0,0,1,0,0,0,0,0,0,8.148303327264848,0.4502393070995853,0.0,0.1,1.0
1944,4,370469407.0,3.362,1.2695,0.3,-36.1702,5.7074,-0.0756,3.138,-14.0091,40.5985,8,0,0,0,1,0,0,0,0,0,0,9.124233369837413,0.2980998738381726,1.0,0.5,0.0
1944,5,740938814.0,1.1862,0.9585,0.36,20.0,3.2515,0.073,1.7805,8.6191,24.011,9,0,0,0,1,0,0,0,0,0,0,13.731910793270858,0.7609901330610933,0.2,0.6,0.0
1944,6,755474814.0,1.3329,1.1785,0.48,33.3333,3.5303,0.1529,2.2982,23.1735,36.9035,10,0,0,0,1,0,0,0,0,0,0,17.37156059817826,0.42120052224160986,0.0,0.1,0.0
1945,2,468000000.0,3.9456,0.9459,0.1606,-24.8127,5.9783,-0.0051,3.9833,-25.5873,-18.9853,3,0,0,0,1,0,0,0,0,0,0,3.3308704471473813,0.4813824605698522,0.06,0.08,0.0
1945,3,468000000.0,3.9464,0.841,-0.0448,-127.8954,5.8743,-0.758,3.0103,-128.414,-123.73100000000001,4,0,0,0,1,0,0,0,0,0,0,3.3425272404445807,0.34691842470936424,0.0,0.03,1.0
1945,4,468000000.0,3.9586,0.9049,0.0311,169.4196,5.9504,-0.5833,3.265,240.6053,239.0061,5,0,0,0,1,0,0,0,0,0,0,5.293347518030388,0.3736861221053715,1.1,0.55,0.0
1945,5,959400000.0,1.4432,0.5586,0.1847,493.8907,3.0629,0.5173,1.5632,461.8768,511.9773,6,0,0,0,1,0,0,0,0,0,0,12.608453981646486,0.7991167343456007,0.06,0.5800000000000001,0.0
1945,6,959400000.0,1.4432,0.5462,0.055999999999999994,-69.6806,3.0591,0.2933,1.0656,-69.5215,-71.788,7,0,0,0,1,0,0,0,0,0,0,9.135940890414686,0.3947793517314481,0.03,0.045,0.0
1947,2,565700000.0,1.6719,-0.8095,0.05,-44.4444,2.2615,0.5466,10.1148,-45.6254,-41.4727,17,0,0,0,1,0,0,0,0,0,0,7.943412951900139,0.4593058367136323,0.0,0.0,0.0
1947,3,765700000.0,2.9433,-0.5754,0.02,-60.0,3.6644,0.4882,7.6720000000000015,-73.3491,-40.2555,18,0,0,0,1,0,0,0,0,0,0,6.091984200997229,0.3805074260396144,0.0,0.0,0.0
1947,4,765700000.0,2.9465,-0.5496,0.0258,29.0,3.6912,0.858,6.4845,13.1166,8.2594,19,0,0,0,1,0,0,0,0,0,0,6.762725837148893,0.3152294319821922,0.0,0.0,0.0
1947,5,765700000.0,2.9465,-1.6339,-1.0842,-4302.3256,2.6072,-0.0977,4.3958,-6045.9394,-3974.2725,20,0,0,0,1,0,0,0,0,0,0,6.0900213918699775,0.6720856022579633,0.0,0.0,0.0
1947,6,765700000.0,2.9465,-1.5761,0.0577,105.3219,2.6652,0.3804,5.2738,105.2102,105.4808,21,0,0,0,1,0,0,0,0,0,0,8.235829649835638,0.4172510202703028,0.0,0.0,0.0
1948,2,500018242.0,1.7148,-2.5537,0.01,-50.0,0.2642,0.0298,1.1073,-60.3056,54.1287,18,0,0,0,1,0,0,0,0,0,0,5.188568835367196,0.4529139419631731,0.0,0.0,0.0
1948,3,500018242.0,1.7148,-2.7517,-0.198,-2080.0,0.0666,-0.055,0.7514,-7809.5102,-1270.5891,19,0,0,0,1,0,0,0,0,0,0,5.128692921361892,0.3638751601990424,0.0,0.0,0.0
1948,4,500018242.0,3.0398,-2.7094,0.0411,120.7576,1.4341,-0.0692,1.3201,100.9929,104.9591,20,0,0,0,1,0,0,0,0,0,0,7.24,0.30437473533458964,0.0,0.0,0.0
1948,5,515018242.0,2.4299,-2.9892,-0.36,-975.9124,0.5405,0.0089,1.2857,-2349.4341,-3644.0127,21,0,0,0,1,0,0,0,0,0,0,34.77111036844694,0.934378428165436,0.0,0.0,0.0
1948,6,526766875.0,2.7965,-2.9007,0.02,105.5556,0.9934,0.1332,0.7443,103.3156,105.9109,22,0,0,0,1,0,0,0,0,0,0,25.61,0.4946280990068922,0.0,0.0,0.0
1950,2,240250000.0,0.8588,1.3034,0.32,10.3448,3.386,-0.2992,43.60291217477784,4.4899,8.27,16,0,0,0,0,0,1,0,0,0,0,7.2572307343103075,0.3243992037316591,0.07,0.065,0.0
1950,3,240250000.0,0.825,2.0872,1.0,212.5,4.2643,4.4237,43.60291217477784,145.2303,104.1983,17,0,0,0,0,0,1,0,0,0,0,11.215634494723195,0.41584344546337215,0.14,0.105,0.0
1950,4,310884043.0,2.5689,1.9408,0.55,-45.0,5.8267,2.6092,43.60291217477784,-62.1269,-30.5971,18,0,0,0,0,0,1,0,0,0,0,12.719798900715599,0.3322681204094076,0.1,0.12,0.0
1950,5,310884043.0,2.569,2.1685,0.3118,-43.3091,11.8887,1.4652,43.60291217477784,-66.7914,-39.6193,19,0,0,0,0,0,1,0,0,0,0,25.483515792770625,0.7956156098252076,0.055,0.0775,0.0
1950,6,406613056.0,4.8954,1.6818,0.09300000000000001,-70.1732,7.9358,-0.8421,43.60291217477784,-5.8732,4.6345,20,0,0,0,0,0,1,0,0,0,0,15.457937047412205,0.4665030826724973,0.062,0.0585,0.0
1951,2,134000000.0,2.8133,-0.1886,-0.025,-219.0476,3.6353,-0.9572,2.2101,-413.6404,-399.2068,2,0,0,0,1,0,0,0,0,0,0,6.7728538425204485,0.4924275338502899,0.0,0.65,0.0
1951,3,134000000.0,2.8133,-1.5899,-1.3555406926233002,-4368.177065084373,2.234,-1.3331,1.642,-7940.162239782438,-5396.4822,3,0,0,0,1,0,0,0,0,0,0,5.65,0.327522399052062,0.0,0.0,0.0
1951,4,134000000.0,2.8133,-1.5517,0.038,102.7123,2.2721,0.2885,0.5783,102.6746,102.7202,4,0,0,0,1,0,0,0,0,0,0,9.43108290081083,0.23107504599905146,0.0,0.0,0.0
1951,5,134000000.0,2.8133,-2.2939,-0.742,-2052.6316,1.53,-0.8258,0.0517,-2991.2673,-2046.95,5,0,0,0,1,0,0,0,0,0,0,32.333715435944725,0.7929169697887317,0.0,0.0,0.0
1951,6,134000000.0,2.8133,-2.25,0.04,105.3908,1.5739,0.2837,0.0512,105.7478,105.9126,6,0,0,0,1,0,0,0,0,0,0,40.24160843161954,0.6171970327716411,0.0,0.0,0.0
1952,2,470019780.0,0.163,0.376,0.07,16.6667,1.6115,0.025,2.3833,32.0348,19.4351,8,0,0,0,1,0,0,0,0,0,0,2.4455707826861235,0.4295699781679165,0.03,0.555,0.0
1952,3,470019780.0,0.163,0.3897,0.05,-28.5714,1.6298,0.0184,2.6443,-29.8899,-28.6306,9,0,0,0,1,0,0,0,0,0,0,2.3583753320611067,0.3678798606555225,0.03,0.03,0.0
1952,4,484249780.0,0.195,0.4324,0.09,80.0,1.6492,0.0188,2.9159,77.1298,80.0432,10,0,0,0,1,0,0,0,0,0,0,3.7777907992246766,0.3592150556955635,0.03,0.03,1.0
1952,5,484249780.0,0.198,0.5776,0.14,55.5556,1.8426,0.0021,3.4007,103.9231,123.5394,11,0,0,0,1,0,0,0,0,0,0,9.327238135075335,0.5002621866808791,0.63,0.33,0.0
1952,6,828000685.0,0.5198,0.3155,0.32,128.5714,1.9086,-0.0173,3.2331,50.475,165.6254,12,0,0,0,1,0,0,0,0,0,0,11.176445681657569,0.5690298885334358,0.05,0.34,0.0
1953,2,288000000.0,4.2387,1.4102,0.63,5.0,6.8657,0.3202,5.5988,42.1758,57.5401,3,0,0,0,1,0,0,0,0,0,1,2.193220196974377,0.4117739755557179,1.0,1.15,0.0
1953,3,432000000.0,2.4925,1.1795,0.53,-15.873,4.8785,-1.653,4.0226,-5.7108,0.4969,4,0,0,0,1,0,0,0,0,0,1,1.4819006389526317,0.4599422516480384,0.35,0.675,1.0
1953,4,518400000.0,1.9104,1.0721,0.12,-77.3585,4.178,-0.3951,2.5189,-56.2869,-55.1322,5,0,0,0,1,0,0,0,0,0,1,3.4832249930032115,0.482265911495855,1.1,0.7250000000000001,0.0
1953,5,1036800000.0,0.4547,0.6505,0.14,16.6667,2.2256,-0.1126,1.9124,47.8126,60.4094,6,0,0,0,1,0,0,0,0,0,1,5.708856457404478,0.6626179044979744,0.32,0.7100000000000001,1.0
1953,6,1546252698.0,1.5691,0.6433,0.13,-7.1429,3.3066,0.3504,4.0873,-15.8427,101.1424,7,0,0,0,1,0,0,0,0,0,1,6.8331809008986655,0.41077001264184987,1.025,0.6725,0.0
1954,6,80000000.0,2.6099,1.4592,0.4258,-35.4848,5.2473,2.2844,4.0728,-40.6688,27.2122,1,0,0,0,1,0,0,0,0,0,0,7.078379937428965,0.09530937275777566,1.4,0.7,0.0
1955,2,1690446393.0,2.6552,1.1759,-0.039,-143.3333,5.1773,0.0305,4.5489999999999995,-132.967,-129.2949,11,1,0,0,0,0,0,0,0,0,0,3.683965474175337,0.3096327752012353,0.0,0.01,0.0
1955,3,1690446393.0,1.3336,1.1952,0.019,148.7179,3.8348,-1.3524,4.4022,166.34599999999998,175.8505,12,1,0,0,0,0,0,0,0,0,0,3.8564459572436047,0.38958426503506255,0.0,0.0,0.0
1955,4,1690446393.0,1.3336,1.3104,0.11699999999999999,515.7895,3.862,0.012,4.5333,501.8272,429.4458,13,1,0,0,0,0,0,0,0,0,0,6.394888258736031,0.3668018136947935,0.02,0.01,0.0
1955,5,1690446393.0,1.3336,1.3646,0.086,-26.4957,3.9435,-0.4108,4.0466,-27.9288,-25.8386,14,1,0,0,0,0,0,0,0,0,0,11.39995622422038,0.6659979408143671,0.01,0.015,0.0
1955,6,2146650771.0,1.9945,1.0855,0.024,-72.093,4.3636,0.0165,2.7406,-75.4293,-63.5485,15,1,0,0,0,0,0,0,0,0,0,6.2285757837975595,0.4812599700453129,0.0,0.005,0.0
1956,2,778620618.0,1.025,-0.8042,0.0356,109.4155,1.2929,0.19399999999999998,1.4155,109.1651,88.8326,19,0,0,0,1,0,0,0,0,0,0,11.096173374728934,0.4563568709049426,0.0,0.0,0.0
1956,3,778620618.0,1.025,-1.0285,-0.2238,-728.6517,1.0686,-0.07,0.9552,-859.7787,-553.319,20,0,0,0,1,0,0,0,0,0,0,8.144200546060803,0.4061355056122108,0.0,0.0,0.0
1956,4,778620618.0,1.025,-1.0062,0.0224,110.0089,1.091,-0.0668,1.319,109.7979,116.0954,21,0,0,0,1,0,0,0,0,0,0,7.4871481883799635,0.2949922116781057,0.0,0.0,0.0
1956,5,778620618.0,1.025,-1.0455,-0.0394,-275.8929,1.0516,0.0928,1.3424,-282.5292,-208.5977,22,0,0,0,1,0,0,0,0,0,0,8.836520600544477,0.7060189959530424,0.0,0.0,0.0
1956,6,1016524240.0,1.7333,-0.9625,-0.1915,-386.0406,1.8261,0.1539,0.7004,-136.3209,-415.5237,23,0,0,0,1,0,0,0,0,0,0,8.110284881871419,0.4358579104623193,0.0,0.0,0.0
1957,2,283104000.0,2.1492,0.5193,0.1705,-17.9104,3.7672,-0.0212,0.9698,-18.1108,-17.4241,3,0,0,0,1,0,0,0,0,0,0,1.5557513741429752,0.3883104732743805,0.1,0.425,0.0
1957,3,282128400.0,2.1483,0.5348,0.1242,-27.1554,3.7946,-0.1157,0.9783,-27.430999999999997,-27.1565,4,0,0,0,1,0,0,0,0,0,0,1.9038536692910213,0.32074846407086466,0.09,0.095,1.0
1957,4,281313900.0,2.1475,0.5629,0.0543,-56.2802,3.8352,-0.9746,1.0902,2.9295,3.7331,5,0,0,0,1,0,0,0,0,0,0,5.3201056811002285,0.4296842064852509,1.48,0.785,0.0
1957,5,668304000.0,0.4822,0.0882,0.0423,-22.0994,1.6289,0.3247,0.4997,7.7142,8.6822,6,0,0,0,1,0,0,0,0,0,0,5.604590773521906,0.7021358396219415,0.01,0.745,0.0
1957,6,935625600.0,0.0587,0.0869,0.0345,-18.4397,1.1909,-0.0403,0.3188,-20.2631,-18.3871,7,0,0,0,1,0,0,0,0,0,0,6.401215725761772,0.5262988486751268,0.0,0.005,0.0
1958,2,180000000.0,6.2233,0.8778,0.08,-73.3333,8.2263,-0.6331,2.144,-43.5242,-42.8179,3,0,0,0,1,0,0,0,0,0,0,2.9717397241484456,0.3308232263869075,1.04,0.8200000000000001,0.0
1958,3,360000000.0,2.6117,0.5082,0.1,25.0,4.1939,-0.6704,0.9801,17.3917,19.6995,4,0,0,0,1,0,0,0,0,0,0,3.960281063205982,0.4132945074027242,0.01,0.525,1.0
1958,4,360000000.0,2.6117,0.613,0.09,-10.0,4.3145,-1.0188,0.8542,25.9906,29.6129,5,0,0,0,1,0,0,0,0,0,0,6.7058398675888,0.41364597216376936,0.51,0.26,0.0
1958,5,540000000.0,1.4078,0.5595,0.17,88.8889,3.0413,0.1489,1.4749,85.4443,96.0749,6,0,0,0,1,0,0,0,0,0,0,15.32908770583175,0.7751403929126918,0.02,0.265,0.0
1958,6,540000000.0,1.4078,0.6616,0.13,-23.5294,3.1535,-0.2295,1.7784,-25.7093,-22.9687,7,0,0,0,1,0,0,0,0,0,0,9.18748114812901,0.4430833838301293,0.01,0.015,0.0
1959,2,154900000.0,2.3851,1.1173,0.27,-25.0,4.6312,-0.6133,2.0334,-26.6712,-30.0819,3,0,0,0,1,0,0,0,0,0,0,3.83448731877572,0.3910795568940079,0.100252,0.1147485,0.0
1959,3,154510000.0,2.3816,1.2636,0.26,-3.7037,4.7894,-0.1338,2.8874,-7.8111,5.3726,4,0,0,0,1,0,0,0,0,0,0,4.6251851858493565,0.3333640154366495,0.0,0.050126,0.0
1959,4,154207000.0,2.3431,1.4557,0.2,-23.0769,4.9514,-0.1768,2.967,-26.3266,-25.2829,5,0,0,0,1,0,0,0,0,0,0,6.2882457488913275,0.3658310817377853,0.1,0.05,0.0
1959,5,154000000.0,2.3427,1.4844,0.13,-35.0,4.9853,-0.0121,4.7457,-33.3174,-24.9589,6,0,0,0,1,0,0,0,0,0,0,14.485747033455,0.5869603617216689,0.0,0.05,1.0
1959,6,154000000.0,2.4578,1.9917,0.26,100.0,5.612,0.2534,6.4948,242.2817,249.6947,7,0,0,0,1,0,0,0,0,0,0,16.284034031181488,0.6058907275212052,1.1,0.55,0.0
1960,2,513747000.0,1.1366,2.3552,-0.6852,-270.363,5.2755,0.22,6.4474,-298.6313,-202.2769,13,0,0,0,0,0,0,0,0,1,0,11.141392058419967,0.42291105277234775,0.0,0.05,0.0
1960,3,513747000.0,1.1366,2.4158,0.0885,112.9159,5.3773,-0.4663,4.0597,112.6758,101.3139,14,0,0,0,0,0,0,0,0,1,0,8.777332169954374,0.4339722263248976,0.01,0.005,0.0
1960,4,513747000.0,1.1366,0.4692,-1.3555406926233002,-2288.2486,3.5665,3.5276,3.3549,-3398.1232,-6618.4667456779525,15,0,0,0,0,0,0,0,0,1,0,8.961454118522182,0.32242813599905795,0.0,0.005,0.0
1960,5,262870153.0,3.1887,0.6643,0.56,128.9167,4.6568,0.1852,2.9838,120.3402,117.4317,16,0,0,0,0,0,0,0,0,1,0,7.755616009966791,0.6576319587247369,0.0,0.0,0.0
1960,6,776617153.0,-0.2563,1.0336,0.82,46.4286,2.6707,-0.2231,2.435,153.7004,93.4629,17,0,0,0,0,0,0,0,0,1,0,10.008422419592453,0.22542599718212794,0.0,0.0,0.0
1961,2,1548689550.0,1.861,1.0864,0.24,-20.0,4.1622,0.0487,1.4626,-22.613000000000003,-17.6182,17,0,0,0,0,0,0,0,1,0,0,6.272060457277223,0.31167744711601364,0.08,0.14,0.0
1961,3,1548689550.0,1.7092,1.2398,0.24,0.0,4.4608,-0.605,1.2389,-6.0776,-0.7441,18,0,0,0,0,0,0,0,1,0,0,7.701048024156277,0.4468967805583056,0.08,0.08,0.0
1961,4,1548689550.0,1.7092,1.4289,0.28,16.6667,4.5997,0.2238,1.9386,13.5073,7.7886,19,0,0,0,0,0,0,0,1,0,0,11.726214819781045,0.3946066273963852,0.09,0.08499999999999999,0.0
1961,5,1548689550.0,1.7092,1.6213,0.31,10.7143,4.8827,0.2185,1.5621,4.0652,18.2207,20,0,0,0,0,0,0,0,1,0,0,28.766469634867025,0.7677429697168007,0.12,0.105,0.0
1961,6,1548689550.0,1.7024,1.9615,0.47,51.6129,5.3285,0.1248,1.348,38.2509,48.4398,21,0,0,0,0,0,0,0,1,0,0,17.461065454453355,0.39927154427793377,0.15,0.135,0.0
1962,2,85600000.0,1.8709,1.2355,0.33,-38.8889,4.2538,-0.1584,8.7978,-18.5112,-12.1704,2,0,0,0,1,0,0,0,0,0,0,3.5322674691117504,0.4771881867937093,0.25,0.5,1.0
1962,3,103917960.0,1.4151,1.2261,0.14,-57.5758,3.7353,-0.6205,7.3009,-22.8839,-17.7937,3,0,0,0,1,0,0,0,0,0,0,4.383500499991934,0.3939501872858406,1.0,0.625,0.0
1962,4,206877552.0,0.2042,0.7721,0.17,21.4286,2.0461,0.0823,4.0871,13.5658,23.8448,4,0,0,0,1,0,0,0,0,0,0,7.380730779172486,0.43958324928716747,0.02,0.51,0.0
1962,5,206156040.0,0.2022,0.9701,0.23,35.2941,2.2641,0.0772,3.9041,22.8195,35.429,5,0,0,0,1,0,0,0,0,0,0,18.52174839172331,0.8298973239357295,0.02,0.02,0.0
1962,6,206152296.0,0.2034,1.0122,0.07,-69.5652,2.3157,-0.2935,4.2372,-69.9994,-69.3158,6,0,0,0,1,0,0,0,0,0,0,13.549739522088,0.4328779960817987,0.009965,0.0149825,0.0
